,TUCASEID,TULINENO,TEAGE,TESEX
14852,20140605141979,1,76,2
14853,20140605141979,2,74,1
14854,20140605141984,1,60,2
14855,20140605141984,2,60,1
14856,20140605141984,3,29,1
14857,20140605141986,1,46,2
14858,20140605141986,2,46,1
14859,20140605141986,3,17,2
14860,20140605141986,4,12,2
14861,20140605141986,5,46,2
14862,20140605141989,1,44,1
14863,20140605141989,2,41,2
14864,20140605141989,3,21,2
14865,20140605141989,4,19,1
14866,20140605141989,5,18,1
14867,20140605141989,6,11,1
14868,20140605141989,7,10,1
14869,20140605141989,8,4,2
14870,20140605141989,9,37,2
14871,20140605141990,1,33,2
14872,20140605141990,2,33,1
14873,20140605141992,1,30,1
14874,20140605141992,2,36,2
14875,20140605141992,3,5,2
14876,20140605141999,1,77,2
14877,20140605141999,2,75,1
14878,20140605142002,1,58,2
14879,20140605142002,2,59,1
14880,20140605142003,1,56,1
14881,20140605142003,2,54,2
14882,20140605142005,1,41,2
14883,20140605142005,2,35,1
14884,20140605142005,3,6,2
14885,20140605142005,4,4,1
14886,20140605142005,5,3,1
14887,20140605142006,1,36,1
14888,20140605142006,2,36,2
14889,20140605142006,3,5,1
14890,20140605142006,4,3,1
14891,20140605142006,5,0,1
14892,20140605142011,1,48,1
14893,20140605142015,1,44,1
14894,20140605142015,2,33,2
14895,20140605142015,3,12,1
14896,20140605142015,4,22,1
14897,20140605142018,1,42,1
14898,20140605142018,2,42,2
14899,20140605142019,1,64,1
14900,20140605142019,2,62,2
14901,20140605142021,1,25,2
14902,20140605142021,2,67,1
14903,20140605142023,1,27,1
14904,20140605142027,1,61,2
14905,20140605142032,1,62,2
14906,20140605142032,2,67,1
14907,20140605142033,1,29,2
14908,20140605142033,2,31,1
14909,20140605142033,3,7,2
14910,20140605142033,4,5,1
14911,20140605142033,5,4,2
14912,20140605142033,6,1,2
14913,20140605142035,1,65,2
14914,20140605142035,2,55,1
14915,20140605142047,1,28,1
14916,20140605142052,1,80,2
14917,20140605142053,1,35,1
14918,20140605142053,2,32,2
14919,20140605142053,3,1,1
14920,20140605142055,1,66,1
14921,20140605142055,2,62,2
14922,20140605142058,1,39,2
14923,20140605142058,2,49,1
14924,20140605142058,3,7,1
14925,20140605142058,4,5,2
14926,20140605142060,1,73,1
14927,20140605142060,2,70,2
14928,20140605142061,1,17,1
14929,20140605142061,2,51,1
14930,20140605142061,3,49,2
14931,20140605142061,4,15,2
14932,20140605142061,5,10,1
14933,20140605142063,1,40,1
14934,20140605142067,1,29,1
14935,20140605142067,2,28,2
14936,20140605142067,3,1,2
14937,20140605142074,1,42,2
14938,20140605142074,2,39,1
14939,20140605142074,3,10,1
14940,20140605142074,4,6,2
14941,20140605142076,1,21,1
14942,20140605142076,2,54,1
14943,20140605142076,3,45,2
14944,20140605142076,4,15,2
14945,20140605142085,1,55,2
14946,20140605142095,1,71,1
14947,20140605142101,1,77,2
14948,20140605142102,1,42,1
14949,20140605142102,2,37,2
14950,20140605142109,1,36,2
14951,20140605142109,2,44,2
14952,20140605142109,3,14,1
14953,20140605142114,1,38,1
14954,20140605142114,2,34,2
14955,20140605142114,3,6,2
14956,20140605142115,1,42,2
14957,20140605142115,2,40,1
14958,20140605142115,3,10,1
14959,20140605142115,4,8,2
14960,20140605142115,5,5,1
14961,20140605142119,1,76,2
14962,20140605142121,1,20,1
14963,20140605142121,2,54,1
14964,20140605142121,3,51,2
14965,20140605142121,4,19,1
14966,20140605142121,5,17,2
14967,20140605142122,1,60,1
14968,20140605142123,1,47,2
14969,20140605142123,3,59,1
14970,20140605142124,1,58,1
14971,20140605142124,2,58,2
14972,20140605142133,1,32,2
14973,20140605142133,2,4,1
14974,20140605142134,1,37,2
14975,20140605142134,2,36,1
14976,20140605142134,3,5,1
14977,20140605142134,4,3,2
14978,20140605142137,1,40,1
14979,20140605142137,2,36,2
14980,20140605142137,3,14,1
14981,20140605142137,4,11,1
14982,20140605142137,5,6,2
14983,20140605142140,1,42,2
14984,20140605142140,2,19,1
14985,20140605142140,3,11,1
14986,20140605142140,4,9,1
14987,20140605142141,1,39,1
14988,20140605142141,2,64,2
14989,20140605142145,1,30,1
14990,20140605142145,2,30,2
14991,20140605142147,1,70,2
14992,20140605142147,2,72,1
14993,20140605142152,1,85,2
14994,20140605142161,1,62,2
14995,20140605142167,1,74,1
14996,20140605142167,2,75,2
14997,20140605142169,1,80,1
14998,20140605142173,1,27,1
14999,20140605142175,1,44,2
15000,20140605142175,2,43,1
15001,20140605142175,3,6,2
15002,20140605142175,4,5,2
15003,20140605142178,1,73,2
15004,20140605142179,1,69,2
15005,20140605142179,2,67,1
15006,20140605142181,1,48,1
15007,20140605142181,2,49,2
15008,20140605142181,3,30,1
15009,20140605142181,4,26,1
15010,20140605142181,5,19,2
15011,20140605142182,1,36,1
15012,20140605142182,2,30,2
15013,20140605142182,3,3,1
15014,20140605142184,1,41,2
15015,20140605142184,2,49,1
15016,20140605142184,3,8,2
15017,20140605142184,4,6,1
15018,20140605142186,1,43,1
15019,20140605142186,2,47,2
15020,20140605142186,3,12,1
15021,20140605142186,4,7,2
15022,20140605142187,1,28,2
15023,20140605142187,3,6,1
15024,20140605142191,1,57,2
15025,20140605142191,2,63,1
15026,20140605142194,1,47,2
15027,20140605142194,2,45,1
15028,20140605142194,3,17,1
15029,20140605142194,4,16,1
15030,20140605142194,5,14,2
15031,20140605142194,6,10,2
15032,20140605142197,1,31,2
15033,20140605142197,2,32,1
15034,20140605142201,1,43,2
15035,20140605142201,2,44,1
15036,20140605142201,3,16,2
15037,20140605142201,4,6,1
15038,20140605142202,1,60,2
15039,20140605142202,2,64,1
15040,20140605142211,1,85,1
15041,20140605142211,2,71,2
15042,20140605142213,1,15,1
15043,20140605142213,2,40,2
15044,20140605142213,4,17,2
15045,20140605142213,5,11,2
15046,20140605142213,6,9,1
15047,20140605142214,1,53,1
15048,20140605142214,2,53,2
15049,20140605142222,1,58,2
15050,20140605142224,1,85,1
15051,20140605142224,2,85,2
15052,20140605142228,1,46,2
15053,20140605142228,2,43,1
15054,20140605142228,3,17,2
15055,20140605142228,4,14,2
15056,20140605142228,5,6,2
15057,20140605142229,1,52,1
15058,20140605142229,2,48,2
15059,20140605142229,3,17,1
15060,20140605142229,4,15,1
15061,20140605142229,5,12,1
15062,20140605142231,1,32,1
15063,20140605142231,2,29,2
15064,20140605142231,3,5,2
15065,20140605142231,4,1,2
15066,20140605142233,1,24,1
15067,20140605142233,2,24,2
15068,20140605142235,1,32,1
15069,20140605142236,1,35,1
15070,20140605142236,2,36,2
15071,20140605142236,3,17,2
15072,20140605142236,4,12,1
15073,20140605142236,5,14,2
15074,20140605142236,6,8,2
15075,20140605142236,7,7,1
15076,20140605142236,8,6,2
15077,20140605142238,1,37,2
15078,20140605142238,2,42,1
15079,20140605142238,3,0,2
15080,20140605142242,1,26,1
15081,20140605142242,2,50,2
15082,20140605142242,3,49,1
15083,20140605142242,5,12,2
15084,20140605142249,1,53,2
15085,20140605142249,2,52,1
15086,20140605142249,3,25,1
15087,20140605142249,4,17,1
15088,20140605142252,1,51,2
15089,20140605142252,2,9,2
15090,20140605142253,1,22,2
15091,20140605142253,2,45,2
15092,20140605142253,3,17,1
15093,20140605142253,4,17,1
15094,20140605142253,5,13,1
15095,20140605142258,1,48,1
15096,20140605142258,2,42,2
15097,20140605142259,1,52,2
15098,20140605142260,1,42,1
15099,20140605142260,2,13,2
15100,20140605142260,3,10,1
15101,20140605142261,1,23,1
15102,20140605142261,2,49,2
15103,20140605142264,1,16,1
15104,20140605142264,2,49,1
15105,20140605142264,3,46,2
15106,20140605142265,1,33,2
15107,20140605142265,2,35,1
15108,20140605142265,3,6,2
15109,20140605142265,4,3,1
15110,20140605142270,1,60,1
15111,20140605142274,1,61,1
15112,20140605142275,1,27,2
15113,20140605142275,2,26,1
15114,20140605142276,1,16,1
15115,20140605142276,2,39,1
15116,20140605142276,3,37,2
15117,20140605142276,4,19,1
15118,20140605142277,1,52,1
15119,20140605142278,1,64,2
15120,20140605142278,2,71,1
15121,20140605142279,1,64,1
15122,20140605142279,2,62,2
15123,20140605142279,3,36,1
15124,20140605142280,1,65,2
15125,20140605142280,2,29,2
15126,20140605142281,1,29,2
15127,20140605142281,2,29,1
15128,20140605142281,3,3,1
15129,20140605142282,1,38,2
15130,20140605142282,2,12,1
15131,20140605142283,1,46,2
15132,20140605142283,2,48,1
15133,20140605142283,3,15,1
15134,20140605142283,4,11,2
15135,20140605142285,1,27,1
15136,20140605142285,2,25,2
15137,20140605142285,3,7,2
15138,20140605142285,4,3,2
15139,20140605142285,5,0,2
15140,20140605142286,1,30,2
15141,20140605142286,2,32,1
15142,20140605142286,3,7,2
15143,20140605142286,4,5,2
15144,20140605142286,5,0,2
15145,20140605142288,1,64,1
15146,20140605142291,1,51,2
15147,20140605142291,2,57,1
15148,20140605142291,3,15,1
15149,20140605142291,4,18,2
15150,20140605142292,1,55,1
15151,20140605142292,2,56,2
15152,20140605142294,1,17,1
15153,20140605142294,2,37,2
15154,20140605142294,3,36,1
15155,20140605142294,4,14,1
15156,20140605142300,1,85,2
15157,20140605142300,2,53,1
15158,20140605142301,1,45,2
15159,20140605142301,2,48,1
15160,20140605142301,3,17,2
15161,20140605142301,4,10,2
15162,20140605142303,1,47,1
15163,20140605142303,2,80,2
15164,20140605142304,1,85,2
15165,20140605142306,1,51,1
15166,20140605142306,2,48,2
15167,20140605142306,3,10,2
15168,20140605142309,1,30,2
15169,20140605142309,2,31,1
15170,20140605142309,3,1,1
15171,20140605142309,4,0,2
15172,20140605142313,1,72,2
15173,20140605142319,1,26,1
15174,20140605142319,2,25,2
15175,20140605142325,1,47,1
15176,20140605142325,2,39,2
15177,20140605142328,1,61,2
15178,20140605142329,1,53,1
15179,20140605142330,1,85,2
15180,20140605142331,1,45,2
15181,20140605142331,2,49,1
15182,20140605142331,3,11,2
15183,20140605142333,1,67,2
15184,20140605142335,1,61,2
15185,20140605142344,1,53,2
15186,20140605142344,2,69,1
15187,20140605142344,3,16,1
15188,20140605142344,4,29,1
15189,20140605142346,1,32,2
15190,20140605142346,2,8,2
15191,20140605142346,3,4,1
15192,20140605142346,4,6,2
15193,20140605142347,1,85,1
15194,20140605142348,1,53,1
15195,20140605142348,2,48,2
15196,20140605142350,1,71,1
15197,20140605142350,2,67,2
15198,20140605142353,1,15,1
15199,20140605142353,2,42,1
15200,20140605142353,3,41,2
15201,20140605142353,4,13,1
15202,20140605142353,5,9,2
15203,20140605142357,1,44,2
15204,20140605142357,2,44,1
15205,20140605142360,1,60,2
15206,20140605142360,2,59,1
15207,20140605142363,1,80,1
15208,20140605142369,1,74,2
15209,20140605142372,1,24,2
15210,20140605142372,2,4,2
15211,20140605142373,1,49,1
15212,20140605142373,2,48,2
15213,20140605142373,3,18,1
15214,20140605142373,4,13,1
15215,20140605142379,1,80,2
15216,20140605142381,1,65,1
15217,20140605142381,2,63,2
15218,20140605142382,1,63,2
15219,20140605142382,2,63,1
15220,20140605142384,1,80,2
15221,20140605142385,1,76,2
15222,20140605142386,1,32,1
15223,20140605142386,2,31,2
15224,20140605142392,1,69,2
15225,20140605142395,1,80,2
15226,20140605142395,2,48,2
15227,20140605142404,1,72,2
15228,20140605142407,1,64,2
15229,20140605142408,1,44,2
15230,20140605142412,1,43,2
15231,20140605142412,2,22,2
15232,20140605142415,1,64,1
15233,20140605142415,2,38,2
15234,20140605142415,3,38,1
15235,20140605142415,4,38,1
15236,20140605142419,1,64,2
15237,20140605142419,2,66,1
15238,20140605142419,3,85,2
15239,20140605142423,1,52,2
15240,20140605142423,2,51,1
15241,20140605142424,1,64,2
15242,20140605142424,2,50,1
15243,20140605142428,1,35,2
15244,20140605142430,1,58,2
15245,20140605142432,1,78,2
15246,20140605142433,1,66,2
15247,20140605142435,1,53,2
15248,20140605142435,2,56,1
15249,20140605142435,3,85,2
15250,20140605142437,1,33,1
15251,20140605142437,2,31,2
15252,20140605142437,3,13,1
15253,20140605142437,4,12,1
15254,20140605142437,5,8,1
15255,20140605142437,6,5,2
15256,20140605142439,1,45,2
15257,20140605142439,2,45,1
15258,20140605142439,3,9,1
15259,20140605142441,1,52,2
15260,20140605142441,3,16,1
15261,20140605142441,4,23,2
15262,20140605142441,5,14,2
15263,20140605142443,1,45,1
15264,20140605142443,2,49,2
15265,20140605142447,1,74,2
15266,20140605142447,2,75,1
15267,20140605142449,1,25,2
15268,20140605142449,2,26,1
15269,20140605142449,3,0,2
15270,20140605142452,1,62,2
15271,20140605142455,1,80,2
15272,20140605142455,2,80,1
15273,20140605142462,1,25,2
15274,20140605142462,2,53,2
15275,20140605142462,3,22,2
15276,20140605142462,4,22,1
15277,20140605142465,1,40,1
15278,20140605142465,2,37,2
15279,20140605142465,3,7,2
15280,20140605142465,4,5,2
15281,20140605142465,5,3,2
15282,20140605142467,1,59,2
15283,20140605142467,2,71,1
15284,20140605142467,3,18,1
15285,20140605142476,1,39,2
15286,20140605142476,2,50,1
15287,20140605142476,3,3,2
15288,20140605142476,4,64,1
15289,20140605142476,5,61,2
15290,20140605142477,1,61,1
15291,20140605142477,2,39,1
15292,20140605142477,3,60,2
15293,20140605142479,1,51,2
15294,20140605142481,1,41,1
15295,20140605142481,2,12,2
15296,20140605142481,3,41,2
15297,20140605142482,1,51,1
15298,20140605142484,1,50,2
15299,20140605142484,2,42,1
15300,20140605142485,1,54,1
15301,20140605142485,2,48,2
15302,20140605142485,3,28,1
15303,20140605142485,4,26,1
15304,20140605142485,5,5,1
15305,20140605142487,1,65,1
15306,20140605142487,2,54,2
15307,20140605142488,1,42,2
15308,20140605142488,2,46,1
15309,20140605142488,4,10,2
15310,20140605142495,1,43,1
15311,20140605142495,2,42,2
15312,20140605142495,3,11,2
15313,20140605142495,4,9,2
15314,20140605142502,1,32,2
15315,20140605142506,1,53,2
15316,20140605142506,2,54,1
15317,20140605142508,1,40,1
15318,20140605142508,2,36,2
15319,20140605142508,3,15,1
15320,20140605142508,4,10,1
15321,20140605142508,5,0,1
15322,20140605142511,1,69,2
15323,20140605142513,1,53,2
15324,20140605142513,2,15,2
15325,20140605142515,1,34,1
15326,20140605142515,2,29,2
15327,20140605142515,3,1,1
15328,20140605142515,4,1,1
15329,20140605142516,1,33,2
15330,20140605142516,2,51,1
15331,20140605142516,3,11,1
15332,20140605142516,4,11,2
15333,20140605142517,1,16,1
15334,20140605142517,2,51,1
15335,20140605142517,3,50,2
15336,20140605142517,4,22,1
15337,20140605142520,1,73,1
15338,20140605142520,2,67,1
15339,20140605142523,1,32,1
15340,20140605142523,2,33,2
15341,20140605142523,3,15,1
15342,20140605142523,4,6,2
15343,20140605142523,5,5,1
15344,20140605142523,6,3,2
15345,20140605142523,7,0,2
15346,20140605142524,1,41,2
15347,20140605142524,2,70,2
15348,20140605142524,3,76,1
15349,20140605142524,4,46,2
15350,20140605142524,5,85,2
15351,20140605142525,1,31,1
15352,20140605142525,2,31,2
15353,20140605142527,1,80,1
15354,20140605142531,1,57,2
15355,20140606140005,1,24,1
15356,20140606140005,2,25,2
15357,20140606140072,1,69,2
15358,20140606140099,1,26,2
15359,20140606140099,2,26,1
15360,20140606140099,3,8,1
15361,20140606140099,4,4,1
15362,20140606140099,5,2,2
15363,20140606140099,6,1,2
15364,20140606140099,7,1,2
15365,20140606140112,1,33,1
15366,20140606140112,2,40,2
15367,20140606140112,3,7,1
15368,20140606140115,1,38,2
15369,20140606140115,2,40,1
15370,20140606140115,3,5,1
15371,20140606140115,4,4,2
15372,20140606140119,1,80,2
15373,20140606140129,1,67,2
15374,20140606140129,2,65,1
15375,20140606140129,3,47,2
15376,20140606140129,4,44,2
15377,20140606140132,1,17,2
15378,20140606140132,2,51,1
15379,20140606140132,3,49,2
15380,20140606140132,4,19,1
15381,20140606140146,1,49,1
15382,20140606140146,2,53,2
15383,20140606140148,1,28,2
15384,20140606140148,2,31,1
15385,20140606140148,3,6,1
15386,20140606140148,4,1,2
15387,20140606140519,1,25,1
15388,20140606140519,2,25,2
15389,20140606140520,1,48,1
15390,20140606140521,1,60,2
15391,20140606140521,2,60,1
15392,20140606140521,3,23,2
15393,20140606140521,4,43,2
15394,20140606140538,1,80,1
15395,20140606140538,2,85,2
15396,20140606140549,1,28,2
15397,20140606140549,2,35,1
15398,20140606140549,3,11,2
15399,20140606140549,4,9,1
15400,20140606140549,5,7,2
15401,20140606140549,6,4,1
15402,20140606140557,1,29,1
15403,20140606140557,2,23,2
15404,20140606140557,3,2,1
15405,20140606140558,1,44,1
15406,20140606140564,1,68,2
15407,20140606140564,2,27,2
15408,20140606140573,1,56,1
15409,20140606140573,2,63,2
15410,20140606140575,1,46,2
15411,20140606140577,1,22,2
15412,20140606140577,2,1,1
15413,20140606140581,1,38,2
15414,20140606140581,2,42,1
15415,20140606140581,3,12,1
15416,20140606140581,4,9,2
15417,20140606140598,1,34,2
15418,20140606140598,2,14,1
15419,20140606140598,3,12,1
15420,20140606140602,1,68,2
15421,20140606140602,2,68,1
15422,20140606140604,1,66,2
15423,20140606140604,2,72,1
15424,20140606140604,3,42,1
15425,20140606140613,1,33,2
15426,20140606140613,2,50,1
15427,20140606140613,3,9,2
15428,20140606140613,4,2,2
15429,20140606140613,5,0,2
15430,20140606140618,1,73,2
15431,20140606140641,1,67,1
15432,20140606140647,1,34,2
15433,20140606140647,2,7,2
15434,20140606140647,3,3,2
15435,20140606140678,1,52,2
15436,20140606140678,2,60,1
15437,20140606140698,1,53,2
15438,20140606140707,1,26,1
15439,20140606140708,1,35,2
15440,20140606140708,2,38,1
15441,20140606140708,3,7,1
15442,20140606140708,4,5,1
15443,20140606140708,5,0,2
15444,20140606140723,1,46,2
15445,20140606140727,1,34,2
15446,20140606140727,3,14,2
15447,20140606140727,4,13,1
15448,20140606140762,1,71,1
15449,20140606140762,2,68,2
15450,20140606140786,1,75,1
15451,20140606140786,2,71,2
15452,20140606140800,1,73,2
15453,20140606140800,2,74,1
15454,20140606140827,1,74,1
15455,20140606140827,2,72,2
15456,20140606140831,1,73,2
15457,20140606140831,2,77,1
15458,20140606140838,1,69,1
15459,20140606140838,2,65,2
15460,20140606140842,1,38,2
15461,20140606140842,2,43,1
15462,20140606140842,3,9,1
15463,20140606140856,1,34,1
15464,20140606140861,1,64,2
15465,20140606140861,2,63,1
15466,20140606140863,1,59,2
15467,20140606140863,2,60,1
15468,20140606140867,1,35,2
15469,20140606140867,2,34,1
15470,20140606140867,3,11,1
15471,20140606140867,4,13,2
15472,20140606140875,1,17,1
15473,20140606140875,2,55,2
15474,20140606140877,1,19,1
15475,20140606140877,2,47,2
15476,20140606140877,3,16,2
15477,20140606140889,1,56,1
15478,20140606140895,1,70,2
15479,20140606140895,2,76,1
15480,20140606140913,1,35,2
15481,20140606140913,2,4,1
15482,20140606140913,3,32,2
15483,20140606140913,4,30,2
15484,20140606140917,1,64,2
15485,20140606140918,1,85,1
15486,20140606140918,2,77,2
15487,20140606140951,1,60,2
15488,20140606140951,2,61,1
15489,20140606140951,3,24,1
15490,20140606140973,1,74,2
15491,20140606140973,2,80,1
15492,20140606140977,1,21,2
15493,20140606140977,2,21,2
15494,20140606140990,1,53,2
15495,20140606140990,2,17,2
15496,20140606140997,1,28,1
15497,20140606140997,2,51,2
15498,20140606140997,3,61,1
15499,20140606140997,4,22,2
15500,20140606140997,5,30,2
15501,20140606140997,6,3,1
15502,20140606140997,7,1,1
15503,20140606140997,8,22,2
15504,20140606141013,1,37,2
15505,20140606141013,2,36,1
15506,20140606141013,3,9,2
15507,20140606141013,4,7,2
15508,20140606141019,1,61,2
15509,20140606141019,2,27,2
15510,20140606141019,3,32,2
15511,20140606141019,4,27,2
15512,20140606141021,1,42,1
15513,20140606141021,2,41,2
15514,20140606141021,3,11,1
15515,20140606141021,4,11,1
15516,20140606141030,1,63,2
15517,20140606141030,2,14,2
15518,20140606141035,1,16,1
15519,20140606141035,2,59,1
15520,20140606141035,3,10,2
15521,20140606141035,4,58,2
15522,20140606141059,1,29,1
15523,20140606141059,2,29,2
15524,20140606141074,1,48,2
15525,20140606141074,2,49,1
15526,20140606141074,3,23,1
15527,20140606141074,4,20,2
15528,20140606141088,1,44,2
15529,20140606141088,2,19,1
15530,20140606141088,3,17,2
15531,20140606141096,1,53,2
15532,20140606141096,2,55,1
15533,20140606141098,1,33,1
15534,20140606141098,2,31,2
15535,20140606141098,3,11,2
15536,20140606141098,4,8,2
15537,20140606141098,5,8,2
15538,20140606141098,6,4,2
15539,20140606141103,1,85,1
15540,20140606141113,1,85,2
15541,20140606141131,1,31,1
15542,20140606141131,2,34,2
15543,20140606141131,3,10,1
15544,20140606141131,4,8,2
15545,20140606141131,5,2,2
15546,20140606141145,1,71,2
15547,20140606141146,1,80,2
15548,20140606141153,1,56,1
15549,20140606141153,2,53,2
15550,20140606141157,1,20,1
15551,20140606141157,2,21,2
15552,20140606141157,3,4,2
15553,20140606141181,1,62,1
15554,20140606141199,1,85,2
15555,20140606141209,1,30,1
15556,20140606141225,1,45,1
15557,20140606141225,2,48,2
15558,20140606141225,3,20,1
15559,20140606141225,4,13,2
15560,20140606141238,1,63,1
15561,20140606141238,2,60,2
15562,20140606141253,1,62,1
15563,20140606141265,1,45,2
15564,20140606141265,2,50,1
15565,20140606141265,3,18,1
15566,20140606141265,4,17,1
15567,20140606141265,5,14,2
15568,20140606141265,6,9,2
15569,20140606141273,1,37,1
15570,20140606141273,2,29,2
15571,20140606141273,3,8,2
15572,20140606141274,1,30,2
15573,20140606141274,2,30,1
15574,20140606141274,3,10,1
15575,20140606141274,4,8,2
15576,20140606141274,5,2,2
15577,20140606141289,1,34,2
15578,20140606141289,2,38,1
15579,20140606141289,3,10,2
15580,20140606141289,4,6,1
15581,20140606141290,1,52,2
15582,20140606141295,1,69,1
15583,20140606141295,2,66,2
15584,20140606141298,1,46,2
15585,20140606141298,2,48,1
15586,20140606141298,3,22,1
15587,20140606141302,1,70,2
15588,20140606141341,1,46,2
15589,20140606141341,2,71,1
15590,20140606141385,1,78,2
15591,20140606141385,2,66,1
15592,20140606141419,1,69,2
15593,20140606141432,1,36,2
15594,20140606141440,1,85,2
15595,20140606141455,1,57,1
15596,20140606141455,2,57,2
15597,20140606141455,3,17,1
15598,20140606141459,1,54,1
15599,20140606141459,2,52,2
15600,20140606141460,1,75,2
15601,20140606141461,1,50,2
15602,20140606141461,2,51,1
15603,20140606141461,3,14,1
15604,20140606141486,1,46,2
15605,20140606141508,1,85,2
15606,20140606141511,1,47,2
15607,20140606141516,1,41,2
15608,20140606141516,2,14,2
15609,20140606141516,3,9,2
15610,20140606141534,1,29,1
15611,20140606141540,1,76,2
15612,20140606141541,1,69,1
15613,20140606141541,2,69,2
15614,20140606141550,1,69,1
15615,20140606141585,1,24,2
15616,20140606141585,2,58,1
15617,20140606141585,3,22,2
15618,20140606141588,1,21,2
15619,20140606141588,2,68,2
15620,20140606141588,3,23,1
15621,20140606141588,4,1,1
15622,20140606141590,1,44,2
15623,20140606141600,1,31,1
15624,20140606141600,2,31,2
15625,20140606141600,3,2,1
15626,20140606141616,1,49,1
15627,20140606141616,2,10,2
15628,20140606141617,1,73,2
15629,20140606141618,1,77,2
15630,20140606141645,1,54,2
15631,20140606141667,1,43,2
15632,20140606141667,2,43,1
15633,20140606141667,3,10,2
15634,20140606141667,4,7,2
15635,20140606141668,1,28,1
15636,20140606141668,2,25,1
15637,20140606141680,1,59,1
15638,20140606141680,2,58,2
15639,20140606141689,1,42,2
15640,20140606141689,2,41,1
15641,20140606141689,3,9,1
15642,20140606141689,4,8,1
15643,20140606141689,5,8,1
15644,20140606141701,1,42,2
15645,20140606141701,2,42,1
15646,20140606141701,3,9,1
15647,20140606141701,4,7,2
15648,20140606141701,5,5,2
15649,20140606141733,1,61,2
15650,20140606141733,2,15,1
15651,20140606141748,1,72,1
15652,20140606141748,2,71,2
15653,20140606141753,1,33,2
15654,20140606141757,1,26,1
15655,20140606141757,2,28,1
15656,20140606141757,3,25,2
15657,20140606141757,4,5,2
15658,20140606141757,5,5,2
15659,20140606141784,1,34,2
15660,20140606141784,2,34,1
15661,20140606141784,3,14,1
15662,20140606141787,1,63,1
15663,20140606141801,1,28,1
15664,20140606141804,1,62,1
15665,20140606141810,1,37,1
15666,20140606141810,2,49,2
15667,20140606141810,3,20,1
15668,20140606141841,1,36,2
15669,20140606141841,2,39,1
15670,20140606141841,3,16,1
15671,20140606141841,4,12,2
15672,20140606141841,5,17,2
15673,20140606141847,1,45,1
15674,20140606141847,2,40,2
15675,20140606141851,1,15,2
15676,20140606141851,2,36,2
15677,20140606141851,3,17,1
15678,20140606141851,4,0,2
15679,20140606141851,5,28,1
15680,20140606141861,1,66,2
15681,20140606141871,1,56,2
15682,20140606141881,1,62,2
15683,20140606141881,2,65,1
15684,20140606141885,1,85,2
15685,20140606141894,1,37,2
15686,20140606141894,2,37,1
15687,20140606141894,3,15,2
15688,20140606141894,4,14,1
15689,20140606141898,1,36,1
15690,20140606141898,2,35,2
15691,20140606141898,3,7,1
15692,20140606141898,4,5,2
15693,20140606141914,1,60,1
15694,20140606141922,1,71,2
15695,20140606141922,2,70,1
15696,20140606141929,1,66,1
15697,20140606141929,2,63,2
15698,20140606141950,1,18,2
15699,20140606141950,2,54,1
15700,20140606141950,3,52,2
15701,20140606141989,1,34,2
15702,20140606141989,2,34,1
15703,20140606141989,3,13,1
15704,20140606141989,4,6,2
15705,20140606142013,1,52,2
15706,20140606142021,1,78,2
15707,20140606142021,2,50,2
15708,20140606142024,1,80,1
15709,20140606142024,2,24,2
15710,20140606142024,3,4,2
15711,20140606142036,1,75,1
15712,20140606142036,2,74,2
15713,20140606142039,1,64,2
15714,20140606142039,2,67,1
15715,20140606142040,1,39,2
15716,20140606142040,2,37,1
15717,20140606142040,3,3,1
15718,20140606142054,1,59,2
15719,20140606142059,1,45,2
15720,20140606142059,2,43,1
15721,20140606142059,3,18,1
15722,20140606142064,1,42,2
15723,20140606142064,2,13,2
15724,20140606142064,4,48,1
15725,20140606142070,1,58,2
15726,20140606142070,2,61,1
15727,20140606142100,1,68,1
15728,20140606142129,1,59,2
15729,20140606142130,1,68,1
15730,20140606142130,2,66,2
15731,20140606142145,1,31,2
15732,20140606142145,2,32,1
15733,20140606142145,3,3,2
15734,20140606142145,4,2,1
15735,20140606142148,1,25,2
15736,20140606142148,2,32,1
15737,20140606142148,3,3,1
15738,20140606142159,1,69,1
15739,20140606142159,2,70,2
15740,20140606142167,1,75,2
15741,20140606142183,1,57,1
15742,20140606142183,2,35,1
15743,20140606142183,3,56,2
15744,20140606142204,1,26,2
15745,20140606142204,2,3,2
15746,20140606142204,3,26,1
15747,20140606142218,1,39,2
15748,20140606142218,2,61,1
15749,20140606142222,1,48,2
15750,20140606142222,2,51,1
15751,20140606142222,3,18,2
15752,20140606142222,4,14,1
15753,20140606142222,5,6,2
15754,20140606142233,1,32,1
15755,20140606142233,2,25,2
15756,20140606142237,1,71,1
15757,20140606142237,2,73,2
15758,20140606142249,1,70,2
15759,20140606142288,1,44,1
15760,20140606142288,3,42,2
15761,20140606142306,1,23,2
15762,20140606142306,2,27,1
15763,20140606142306,3,0,1
15764,20140606142308,1,70,1
15765,20140606142308,2,69,2
15766,20140606142314,1,85,2
15767,20140606142314,2,85,1
15768,20140606142343,1,50,1
15769,20140606142347,1,65,1
15770,20140606142348,1,29,1
15771,20140606142348,2,25,2
15772,20140606142354,1,32,2
15773,20140606142354,2,11,2
15774,20140606142357,1,80,2
15775,20140606142360,1,37,2
15776,20140606142360,2,4,2
15777,20140606142393,1,74,1
15778,20140606142403,1,34,1
15779,20140606142420,1,55,2
15780,20140606142420,2,56,1
15781,20140606142421,1,40,1
15782,20140606142425,1,58,1
