,TUCASEID,TULINENO,TEAGE,TESEX
15783,20140606142425,2,59,2
15784,20140606142425,4,64,1
15785,20140606142427,1,34,1
15786,20140606142427,2,35,2
15787,20140606142427,3,11,2
15788,20140606142427,4,7,1
15789,20140606142444,1,66,2
15790,20140606142444,2,69,1
15791,20140606142458,1,51,2
15792,20140606142458,2,69,2
15793,20140606142462,1,85,2
15794,20140606142462,2,73,2
15795,20140606142491,1,61,2
15796,20140606142492,1,30,2
15797,20140606142499,1,48,1
15798,20140606142499,2,43,2
15799,20140606142499,3,12,2
15800,20140606142505,1,45,2
15801,20140606142505,3,15,2
15802,20140606142505,4,13,2
15803,20140606142509,1,65,2
15804,20140606142515,1,27,1
15805,20140606142515,2,27,2
15806,20140606142515,3,7,1
15807,20140606142515,4,4,1
15808,20140606142515,5,78,1
15809,20140606142519,1,80,2
15810,20140606142523,1,41,2
15811,20140606142523,2,42,1
15812,20140606142523,3,0,2
15813,20140704140174,1,34,2
15814,20140704140174,2,13,2
15815,20140704140174,3,12,1
15816,20140704140174,4,36,1
15817,20140704140586,1,43,2
15818,20140704140586,2,41,1
15819,20140704140586,3,10,1
15820,20140704140586,4,7,1
15821,20140704140724,1,68,1
15822,20140704140724,2,38,2
15823,20140704140724,3,67,2
15824,20140704140724,4,16,2
15825,20140704140724,5,12,1
15826,20140704140784,1,46,2
15827,20140704140784,2,50,2
15828,20140704140784,3,50,1
15829,20140704140933,1,48,2
15830,20140704141049,1,48,2
15831,20140704141049,2,80,2
15832,20140704141399,1,41,2
15833,20140704141399,2,44,1
15834,20140704141399,3,13,2
15835,20140704141399,4,9,1
15836,20140704141490,1,46,2
15837,20140704141490,2,62,1
15838,20140704141490,3,13,1
15839,20140704141490,4,10,2
15840,20140704141669,1,59,1
15841,20140704141669,2,58,2
15842,20140704141669,3,32,1
15843,20140704141669,4,26,2
15844,20140704141963,1,78,2
15845,20140704142103,1,47,1
15846,20140704142103,2,44,2
15847,20140704142103,3,21,2
15848,20140704142112,1,39,2
15849,20140704142112,2,19,1
15850,20140704142112,3,17,1
15851,20140704142112,4,13,1
15852,20140704142304,1,43,2
15853,20140704142304,2,39,1
15854,20140704142304,3,20,2
15855,20140704142304,4,9,2
15856,20140704142304,5,5,1
15857,20140705140006,1,54,2
15858,20140705140014,1,39,1
15859,20140705140014,2,39,2
15860,20140705140014,3,5,2
15861,20140705140076,1,29,2
15862,20140705140076,2,35,1
15863,20140705140076,3,11,2
15864,20140705140076,4,8,2
15865,20140705140085,1,66,2
15866,20140705140092,1,20,2
15867,20140705140092,2,66,2
15868,20140705140092,3,40,2
15869,20140705140092,4,16,1
15870,20140705140092,5,22,1
15871,20140705140092,6,39,1
15872,20140705140092,9,14,1
15873,20140705140092,10,11,1
15874,20140705140092,11,13,1
15875,20140705140092,12,4,1
15876,20140705140116,1,57,2
15877,20140705140116,3,48,1
15878,20140705140116,4,48,1
15879,20140705140116,10,58,1
15880,20140705140528,1,19,1
15881,20140705140528,2,44,2
15882,20140705140528,3,15,1
15883,20140705140528,4,20,1
15884,20140705140547,1,52,2
15885,20140705140547,2,54,1
15886,20140705140547,3,18,1
15887,20140705140547,4,13,2
15888,20140705140557,1,60,1
15889,20140705140580,1,54,2
15890,20140705140580,2,9,1
15891,20140705140581,1,57,1
15892,20140705140581,2,53,2
15893,20140705140581,3,17,2
15894,20140705140606,1,21,2
15895,20140705140606,2,22,1
15896,20140705140618,1,41,2
15897,20140705140618,2,19,1
15898,20140705140618,3,13,1
15899,20140705140627,1,80,2
15900,20140705140629,1,34,1
15901,20140705140629,2,32,2
15902,20140705140649,1,27,2
15903,20140705140649,2,32,1
15904,20140705140662,1,51,1
15905,20140705140662,2,54,2
15906,20140705140663,1,74,2
15907,20140705140663,2,50,2
15908,20140705140663,3,53,1
15909,20140705140672,1,52,2
15910,20140705140672,2,30,1
15911,20140705140672,3,6,2
15912,20140705140672,4,1,1
15913,20140705140672,5,50,1
15914,20140705140672,6,24,2
15915,20140705140674,1,42,1
15916,20140705140674,2,8,1
15917,20140705140676,1,36,1
15918,20140705140676,2,30,2
15919,20140705140676,3,8,2
15920,20140705140683,1,34,1
15921,20140705140683,2,54,2
15922,20140705140683,3,24,2
15923,20140705140683,4,5,2
15924,20140705140683,5,0,1
15925,20140705140714,1,60,1
15926,20140705140714,2,52,2
15927,20140705140714,3,11,1
15928,20140705140714,4,9,2
15929,20140705140714,5,5,2
15930,20140705140714,6,30,2
15931,20140705140725,1,40,2
15932,20140705140725,2,43,1
15933,20140705140725,3,20,2
15934,20140705140725,4,12,2
15935,20140705140725,5,5,2
15936,20140705140727,1,34,1
15937,20140705140727,2,37,2
15938,20140705140727,3,13,1
15939,20140705140727,4,10,2
15940,20140705140743,1,85,2
15941,20140705140750,1,59,2
15942,20140705140750,2,63,1
15943,20140705140759,1,25,2
15944,20140705140759,2,8,2
15945,20140705140759,3,54,2
15946,20140705140774,1,42,1
15947,20140705140774,2,42,2
15948,20140705140774,3,10,2
15949,20140705140774,4,8,2
15950,20140705140774,5,5,1
15951,20140705140790,1,34,2
15952,20140705140790,2,12,2
15953,20140705140790,3,7,1
15954,20140705140850,1,70,1
15955,20140705140852,1,64,2
15956,20140705140852,2,68,1
15957,20140705140855,1,53,1
15958,20140705140855,2,49,2
15959,20140705140861,1,28,1
15960,20140705140861,2,66,2
15961,20140705140886,1,63,1
15962,20140705140886,2,59,2
15963,20140705140894,1,20,1
15964,20140705140894,2,45,2
15965,20140705140894,3,17,2
15966,20140705140894,4,8,1
15967,20140705140894,5,6,2
15968,20140705140894,6,44,1
15969,20140705140896,1,43,1
15970,20140705140896,2,44,2
15971,20140705140896,3,12,2
15972,20140705140896,4,8,1
15973,20140705140896,5,8,1
15974,20140705140901,1,55,2
15975,20140705140901,2,51,1
15976,20140705140901,3,22,2
15977,20140705140901,4,20,2
15978,20140705140910,1,44,1
15979,20140705140954,1,62,1
15980,20140705140954,2,59,2
15981,20140705140963,1,74,2
15982,20140705140994,1,57,2
15983,20140705140994,2,60,1
15984,20140705140996,1,16,1
15985,20140705140996,2,47,2
15986,20140705140996,3,47,1
15987,20140705140996,4,20,2
15988,20140705140996,5,18,2
15989,20140705140996,6,14,2
15990,20140705141000,1,57,2
15991,20140705141000,2,76,1
15992,20140705141000,3,22,2
15993,20140705141000,4,1,1
15994,20140705141006,1,59,1
15995,20140705141006,2,62,2
15996,20140705141033,1,79,2
15997,20140705141034,1,18,1
15998,20140705141034,2,52,1
15999,20140705141034,3,49,2
16000,20140705141034,4,16,2
16001,20140705141034,5,10,1
16002,20140705141034,6,8,1
16003,20140705141034,7,7,1
16004,20140705141057,1,85,2
16005,20140705141067,1,66,1
16006,20140705141067,2,76,2
16007,20140705141071,1,36,1
16008,20140705141079,1,61,1
16009,20140705141079,2,57,2
16010,20140705141090,1,35,2
16011,20140705141090,2,30,1
16012,20140705141090,3,4,1
16013,20140705141090,4,9,1
16014,20140705141101,1,58,1
16015,20140705141101,2,47,2
16016,20140705141101,3,22,1
16017,20140705141101,4,27,1
16018,20140705141101,5,24,2
16019,20140705141101,6,5,2
16020,20140705141101,7,3,2
16021,20140705141103,1,62,2
16022,20140705141103,2,36,1
16023,20140705141103,3,34,2
16024,20140705141103,4,8,1
16025,20140705141103,5,6,1
16026,20140705141103,6,4,2
16027,20140705141107,1,44,1
16028,20140705141107,2,37,2
16029,20140705141107,3,5,2
16030,20140705141107,4,3,1
16031,20140705141140,1,77,2
16032,20140705141148,1,20,2
16033,20140705141148,2,44,1
16034,20140705141148,3,40,2
16035,20140705141148,4,17,2
16036,20140705141148,5,2,1
16037,20140705141151,1,39,1
16038,20140705141151,2,37,2
16039,20140705141151,3,20,2
16040,20140705141151,4,19,1
16041,20140705141151,5,18,1
16042,20140705141152,1,33,2
16043,20140705141152,2,12,2
16044,20140705141152,3,7,1
16045,20140705141152,4,0,1
16046,20140705141171,1,47,1
16047,20140705141171,2,42,2
16048,20140705141171,3,7,2
16049,20140705141171,4,2,1
16050,20140705141184,1,26,1
16051,20140705141184,2,38,2
16052,20140705141192,1,70,1
16053,20140705141192,2,43,2
16054,20140705141192,3,50,1
16055,20140705141192,4,67,2
16056,20140705141192,5,9,1
16057,20140705141199,1,28,2
16058,20140705141199,2,5,2
16059,20140705141199,3,1,2
16060,20140705141199,4,36,1
16061,20140705141205,1,39,1
16062,20140705141205,2,35,2
16063,20140705141205,3,8,2
16064,20140705141248,1,70,2
16065,20140705141262,1,25,2
16066,20140705141262,2,25,1
16067,20140705141262,3,0,2
16068,20140705141281,1,53,1
16069,20140705141288,1,24,2
16070,20140705141288,2,28,1
16071,20140705141288,3,7,1
16072,20140705141288,4,6,1
16073,20140705141288,5,6,2
16074,20140705141288,6,2,2
16075,20140705141291,1,64,2
16076,20140705141291,2,65,1
16077,20140705141294,1,53,2
16078,20140705141294,2,60,1
16079,20140705141305,1,60,1
16080,20140705141310,1,66,1
16081,20140705141310,2,67,2
16082,20140705141315,1,58,1
16083,20140705141327,1,24,2
16084,20140705141327,2,53,1
16085,20140705141327,4,45,1
16086,20140705141328,1,41,2
16087,20140705141328,2,39,1
16088,20140705141328,3,7,2
16089,20140705141372,1,38,1
16090,20140705141372,2,31,2
16091,20140705141372,3,15,2
16092,20140705141372,4,2,2
16093,20140705141372,5,60,2
16094,20140705141378,1,43,2
16095,20140705141378,2,40,1
16096,20140705141378,3,5,2
16097,20140705141384,1,78,2
16098,20140705141396,1,36,1
16099,20140705141396,2,27,2
16100,20140705141396,3,33,1
16101,20140705141396,4,29,2
16102,20140705141421,1,63,1
16103,20140705141421,2,68,2
16104,20140705141437,1,44,2
16105,20140705141496,1,80,1
16106,20140705141497,1,16,1
16107,20140705141497,2,56,2
16108,20140705141497,3,56,1
16109,20140705141498,1,20,2
16110,20140705141498,2,45,1
16111,20140705141498,3,40,2
16112,20140705141498,4,18,1
16113,20140705141498,5,10,2
16114,20140705141509,1,54,1
16115,20140705141509,2,54,2
16116,20140705141544,1,28,1
16117,20140705141580,1,46,2
16118,20140705141599,1,17,1
16119,20140705141599,2,60,2
16120,20140705141599,3,5,1
16121,20140705141603,1,26,2
16122,20140705141603,2,5,2
16123,20140705141603,3,26,1
16124,20140705141620,1,34,2
16125,20140705141620,2,34,1
16126,20140705141620,3,9,2
16127,20140705141620,4,7,2
16128,20140705141620,6,40,1
16129,20140705141635,1,61,1
16130,20140705141635,2,57,2
16131,20140705141639,1,24,2
16132,20140705141644,1,30,2
16133,20140705141644,2,29,1
16134,20140705141644,3,3,2
16135,20140705141649,1,60,1
16136,20140705141668,1,64,2
16137,20140705141676,1,44,1
16138,20140705141676,2,10,2
16139,20140705141679,1,44,1
16140,20140705141701,1,45,1
16141,20140705141701,2,43,2
16142,20140705141701,3,14,1
16143,20140705141701,4,12,1
16144,20140705141701,5,8,2
16145,20140705141723,1,28,1
16146,20140705141723,2,26,2
16147,20140705141723,3,8,2
16148,20140705141723,4,0,2
16149,20140705141743,1,55,2
16150,20140705141744,1,39,1
16151,20140705141744,2,37,2
16152,20140705141744,3,5,1
16153,20140705141744,4,3,2
16154,20140705141744,5,0,2
16155,20140705141760,1,66,2
16156,20140705141760,2,71,1
16157,20140705141760,4,5,1
16158,20140705141764,1,77,1
16159,20140705141764,2,80,2
16160,20140705141768,1,20,2
16161,20140705141768,2,24,1
16162,20140705141768,3,2,1
16163,20140705141844,1,24,1
16164,20140705141844,2,45,1
16165,20140705141844,3,50,2
16166,20140705141844,4,22,1
16167,20140705141844,5,18,2
16168,20140705141855,1,29,1
16169,20140705141855,2,29,2
16170,20140705141855,3,0,2
16171,20140705141862,1,35,1
16172,20140705141877,1,80,2
16173,20140705141890,1,43,2
16174,20140705141890,2,43,1
16175,20140705141890,3,8,1
16176,20140705141890,4,7,2
16177,20140705141922,1,55,2
16178,20140705141933,1,29,2
16179,20140705141933,2,39,1
16180,20140705141933,3,10,1
16181,20140705141933,4,8,1
16182,20140705141933,5,5,1
16183,20140705141933,6,3,1
16184,20140705141936,1,66,2
16185,20140705141942,1,41,2
16186,20140705141942,2,37,1
16187,20140705141952,1,47,1
16188,20140705141952,2,14,2
16189,20140705141987,1,20,1
16190,20140705141987,2,41,2
16191,20140705141987,3,22,2
16192,20140705141987,4,16,1
16193,20140705142008,1,53,2
16194,20140705142008,2,20,2
16195,20140705142008,4,8,2
16196,20140705142013,1,36,2
16197,20140705142013,2,38,1
16198,20140705142013,3,10,1
16199,20140705142013,4,8,2
16200,20140705142044,1,85,1
16201,20140705142044,2,51,1
16202,20140705142050,1,55,2
16203,20140705142050,2,51,1
16204,20140705142070,1,43,1
16205,20140705142070,2,34,2
16206,20140705142104,1,80,1
16207,20140705142104,2,80,2
16208,20140705142108,1,34,2
16209,20140705142108,2,34,1
16210,20140705142108,3,0,2
16211,20140705142112,1,54,2
16212,20140705142112,2,56,1
16213,20140705142112,3,15,1
16214,20140705142216,1,74,2
16215,20140705142239,1,72,1
16216,20140705142245,1,75,1
16217,20140705142271,1,37,1
16218,20140705142271,2,37,2
16219,20140705142271,3,19,1
16220,20140705142271,4,14,2
16221,20140705142271,5,12,2
16222,20140705142271,6,7,2
16223,20140705142273,1,47,2
16224,20140705142273,2,50,1
16225,20140705142273,3,7,1
16226,20140705142287,1,45,2
16227,20140705142287,2,16,1
16228,20140705142287,3,13,1
16229,20140705142312,1,16,2
16230,20140705142312,2,44,2
16231,20140705142312,3,12,2
16232,20140705142358,1,40,1
16233,20140705142358,2,35,2
16234,20140705142358,3,6,1
16235,20140705142358,4,4,2
16236,20140705142366,1,66,2
16237,20140705142366,2,75,1
16238,20140705142403,1,47,1
16239,20140705142403,2,52,2
16240,20140705142409,1,41,2
16241,20140705142409,2,41,1
16242,20140705142409,3,12,2
16243,20140705142409,4,0,2
16244,20140705142461,1,67,2
16245,20140705142461,2,69,1
16246,20140705142509,1,58,1
16247,20140705142509,2,64,2
16248,20140705142509,5,80,2
16249,20140705142521,1,18,2
16250,20140705142521,2,58,1
16251,20140705142521,3,52,2
16252,20140705142526,1,67,2
16253,20140705142526,2,78,1
16254,20140705142528,1,35,2
16255,20140705142528,2,37,1
16256,20140705142528,3,1,2
16257,20140705142529,1,42,1
16258,20140706140002,1,69,2
16259,20140706140002,2,75,1
16260,20140706140003,1,39,1
16261,20140706140003,2,35,2
16262,20140706140003,3,9,1
16263,20140706140004,1,52,1
16264,20140706140004,2,50,2
16265,20140706140013,1,41,1
16266,20140706140018,1,32,2
16267,20140706140018,2,34,1
16268,20140706140018,3,5,2
16269,20140706140018,4,1,1
16270,20140706140019,1,61,2
16271,20140706140019,2,66,1
16272,20140706140025,1,28,2
16273,20140706140025,2,30,1
16274,20140706140032,1,64,1
16275,20140706140035,1,16,1
16276,20140706140035,2,36,2
16277,20140706140035,3,13,2
16278,20140706140048,1,21,2
16279,20140706140048,2,25,1
16280,20140706140050,1,61,1
16281,20140706140052,1,21,2
16282,20140706140057,1,45,1
16283,20140706140063,1,59,2
16284,20140706140066,1,85,1
16285,20140706140083,1,67,1
16286,20140706140084,1,64,1
16287,20140706140084,2,63,2
16288,20140706140085,1,38,1
16289,20140706140085,2,40,2
16290,20140706140085,3,14,1
16291,20140706140085,4,6,1
16292,20140706140086,1,40,2
16293,20140706140086,2,18,1
16294,20140706140086,3,12,1
16295,20140706140106,1,18,2
16296,20140706140106,2,52,2
16297,20140706140106,3,52,1
16298,20140706140106,4,15,2
16299,20140706140106,5,12,1
16300,20140706140110,1,79,2
16301,20140706140124,1,47,2
16302,20140706140135,1,58,2
16303,20140706140138,1,80,1
16304,20140706140139,1,56,2
16305,20140706140139,2,57,1
16306,20140706140139,3,16,1
16307,20140706140139,4,14,2
16308,20140706140140,1,57,2
16309,20140706140140,2,38,1
16310,20140706140140,3,4,1
16311,20140706140141,1,26,1
16312,20140706140141,2,27,2
16313,20140706140141,3,6,2
16314,20140706140141,4,5,1
16315,20140706140141,5,3,1
16316,20140706140143,1,61,1
16317,20140706140143,2,50,2
16318,20140706140147,1,24,2
16319,20140706140147,2,30,1
16320,20140706140147,3,1,1
16321,20140706140509,1,51,1
16322,20140706140509,2,73,2
16323,20140706140509,3,75,1
16324,20140706140511,1,19,2
16325,20140706140511,2,49,2
16326,20140706140511,3,50,1
16327,20140706140511,4,25,2
16328,20140706140514,1,85,2
16329,20140706140516,1,60,2
16330,20140706140516,2,71,1
16331,20140706140517,1,60,1
16332,20140706140517,2,29,2
16333,20140706140517,3,6,1
16334,20140706140517,4,4,2
16335,20140706140522,1,35,1
16336,20140706140522,2,36,2
16337,20140706140522,3,5,1
16338,20140706140522,4,8,2
16339,20140706140524,1,47,2
16340,20140706140524,2,47,1
16341,20140706140526,1,55,1
16342,20140706140526,2,52,2
16343,20140706140526,3,23,1
16344,20140706140526,4,9,1
16345,20140706140526,5,8,2
16346,20140706140535,1,74,1
16347,20140706140540,1,21,2
16348,20140706140540,2,23,1
16349,20140706140543,1,15,2
16350,20140706140543,2,57,2
16351,20140706140543,3,70,1
16352,20140706140544,1,46,2
16353,20140706140544,3,20,1
16354,20140706140544,4,23,1
16355,20140706140548,1,26,1
16356,20140706140548,2,26,2
16357,20140706140548,3,2,1
16358,20140706140548,4,7,1
16359,20140706140548,5,7,1
16360,20140706140548,6,0,1
16361,20140706140553,1,32,2
16362,20140706140553,2,30,1
16363,20140706140553,3,14,2
16364,20140706140553,4,8,1
16365,20140706140553,5,2,1
16366,20140706140554,1,53,2
16367,20140706140554,2,73,2
16368,20140706140554,3,72,1
16369,20140706140554,4,13,1
16370,20140706140556,1,73,1
16371,20140706140556,2,57,2
16372,20140706140561,1,59,1
16373,20140706140561,2,56,2
16374,20140706140568,1,44,2
16375,20140706140568,2,49,1
16376,20140706140568,3,7,1
16377,20140706140568,4,5,1
16378,20140706140569,1,43,1
16379,20140706140569,2,40,2
16380,20140706140569,3,12,2
16381,20140706140569,4,9,1
16382,20140706140571,1,27,2
16383,20140706140571,2,28,2
16384,20140706140582,1,75,2
16385,20140706140582,2,80,1
16386,20140706140584,1,61,2
16387,20140706140584,2,63,1
16388,20140706140584,3,30,1
16389,20140706140584,6,0,1
16390,20140706140587,1,49,1
16391,20140706140587,2,46,2
16392,20140706140587,3,20,1
16393,20140706140587,4,17,2
16394,20140706140587,5,15,2
16395,20140706140590,1,59,1
16396,20140706140595,1,44,2
16397,20140706140595,2,62,1
16398,20140706140595,3,14,1
16399,20140706140600,1,53,1
16400,20140706140603,1,22,2
16401,20140706140605,1,85,2
16402,20140706140606,1,60,1
16403,20140706140606,2,58,2
16404,20140706140611,1,55,1
16405,20140706140611,2,51,2
16406,20140706140611,3,22,1
16407,20140706140611,4,17,2
16408,20140706140615,1,85,2
16409,20140706140621,1,56,2
16410,20140706140622,1,40,2
16411,20140706140622,2,38,1
16412,20140706140622,3,14,1
16413,20140706140622,4,12,2
16414,20140706140624,1,74,2
16415,20140706140625,1,31,1
16416,20140706140625,2,30,2
16417,20140706140625,3,4,2
16418,20140706140626,1,36,2
16419,20140706140626,2,35,1
16420,20140706140626,3,1,2
16421,20140706140628,1,30,1
16422,20140706140628,2,25,2
16423,20140706140629,1,71,2
16424,20140706140635,1,85,2
16425,20140706140635,2,85,1
16426,20140706140636,1,44,2
16427,20140706140636,2,55,1
16428,20140706140636,3,6,1
16429,20140706140636,4,3,1
16430,20140706140638,1,45,2
16431,20140706140638,2,42,1
16432,20140706140638,3,12,2
16433,20140706140638,4,11,1
16434,20140706140638,5,7,2
16435,20140706140644,1,63,2
16436,20140706140646,1,58,1
16437,20140706140646,2,66,2
16438,20140706140650,1,20,1
16439,20140706140650,2,20,1
16440,20140706140652,1,43,2
16441,20140706140652,2,38,1
16442,20140706140652,3,12,2
16443,20140706140652,4,7,1
16444,20140706140660,1,45,1
16445,20140706140660,2,43,2
16446,20140706140660,3,14,1
16447,20140706140660,4,10,1
16448,20140706140669,1,67,1
16449,20140706140669,2,64,2
16450,20140706140672,1,59,2
16451,20140706140672,2,60,1
16452,20140706140672,3,12,1
16453,20140706140675,1,44,2
16454,20140706140675,5,9,2
16455,20140706140675,6,8,1
16456,20140706140675,8,6,1
16457,20140706140675,9,2,2
16458,20140706140682,1,64,1
16459,20140706140682,2,64,2
16460,20140706140685,1,68,1
16461,20140706140685,2,46,2
16462,20140706140685,3,25,2
16463,20140706140685,4,4,2
16464,20140706140691,1,75,2
16465,20140706140696,1,74,1
16466,20140706140696,2,69,2
16467,20140706140699,1,64,2
16468,20140706140699,2,59,1
